Date,Time of Day,Channel,Revenue,Average Order Size,Conversions,Customer Type,Sales Rep,Business
2023-05-23,Evening,Referral,390.57,90.85,6,New,Jennifer Townsend,Heritage Bakes
2023-01-20,Evening,Google Ads,113.59,47.28,2,New,Michelle Mcbride,Heritage Bakes
2023-02-28,Evening,Facebook,76.9,47.01,0,New,Aaron Webb,Heritage Bakes
2023-08-10,Morning,Email,391.57,127.66,6,New,Kathryn Clark,Heritage Bakes
2023-11-27,Night,Walk-in,378.2,112.49,8,New,Matthew Doyle,Heritage Bakes
2023-12-19,Evening,Referral,45.44,13.5,0,Returning,Kiara Preston,Heritage Bakes
2023-01-28,Night,Google Ads,240.98,111.36,2,Returning,Lisa Salazar MD,Heritage Bakes
2023-11-02,Morning,Email,429.3,104.67,5,Returning,Rebecca Gibson,Heritage Bakes
2023-05-03,Night,Facebook,241.7,109.57,3,New,Kimberly Ryan,Heritage Bakes
2023-01-02,Evening,Google Ads,37.9,9.29,1,New,Amanda Cook,Heritage Bakes
2023-05-08,Morning,Walk-in,62.65,16.26,2,Returning,Mark Conner,Heritage Bakes
2023-05-21,Afternoon,Email,394.09,174.77,12,New,Shawn Hickman,Heritage Bakes
2023-01-08,Afternoon,Email,194.69,104.45,3,New,Lisa Hall,Heritage Bakes
2023-09-26,Afternoon,Instagram,184.38,37.75,3,New,Kevin Cole,Heritage Bakes
2023-05-13,Afternoon,Facebook,96.79,52.33,1,New,Matthew Williams,Heritage Bakes
2023-01-06,Morning,Email,232.87,203.35,3,New,Tanner King,Heritage Bakes
2023-09-26,Morning,Referral,48.65,10.43,0,New,Joseph Williams,Heritage Bakes
2023-09-18,Morning,Walk-in,128.55,39.55,4,Returning,Joann Sanders,Heritage Bakes
2023-11-23,Afternoon,Google Ads,30.68,19.7,0,Returning,Tyler Lang,Heritage Bakes
2023-10-14,Evening,Facebook,397.76,101.9,31,Returning,Robert Payne,Heritage Bakes
2023-12-10,Evening,Email,244.16,210.36,12,New,Jonathan Cisneros,Heritage Bakes
2023-06-10,Afternoon,Referral,41.76,23.02,3,New,Margaret Torres,Heritage Bakes
2023-11-18,Night,Facebook,98.77,45.08,1,New,Amber Zhang,Heritage Bakes
2023-11-25,Morning,Referral,201.4,149.56,2,New,Matthew Roberts,Heritage Bakes
2023-01-31,Morning,Instagram,250.48,99.72,2,New,David Hays,Heritage Bakes
2023-08-04,Night,Walk-in,302.47,91.12,4,Returning,Erin Gardner,Heritage Bakes
2023-03-28,Afternoon,Facebook,175,36.31,5,New,Michael Miller,Heritage Bakes
2023-04-20,Afternoon,Facebook,211.24,48.91,3,Returning,Theresa Smith,Heritage Bakes
2023-10-16,Afternoon,Email,376.59,193.78,5,New,Paul Scott,Heritage Bakes
2023-01-21,Morning,Email,365.98,117.41,6,Returning,Megan Perry,Heritage Bakes
2023-10-27,Afternoon,Walk-in,293.08,199.82,3,Returning,Christina Martin,Heritage Bakes
2023-03-06,Afternoon,Google Ads,50.88,18.45,1,New,Timothy Collins,Heritage Bakes
2023-06-06,Evening,Instagram,427.84,354.02,7,New,Kimberly Jones,Heritage Bakes
2023-07-08,Night,Email,351.43,181.95,33,New,Dr. Sarah Smith,Heritage Bakes
2023-05-26,Night,Facebook,162.11,48.03,15,New,Richard Bauer,Heritage Bakes
2023-02-02,Afternoon,Email,169.81,107.48,1,New,Traci Wilson,Heritage Bakes
2023-08-28,Night,Instagram,253.8,59.82,3,New,Bryan Miranda,Heritage Bakes
2023-03-27,Night,Instagram,252.88,65.87,3,New,Julie Martinez,Heritage Bakes
2023-11-05,Morning,Instagram,157.32,91.99,2,Returning,Diana Miller,Heritage Bakes
2023-11-07,Night,Referral,260.05,90.09,14,New,Heather Hughes,Heritage Bakes
2023-01-30,Night,Google Ads,400.14,97.97,5,Returning,Tony Swanson,Heritage Bakes
2023-04-14,Morning,Referral,11.36,3.2,0,New,Lisa Montes,Heritage Bakes
2023-02-12,Night,Facebook,452.89,111.76,11,New,Wendy Martin,Heritage Bakes
2023-09-29,Evening,Instagram,68.13,14.25,2,New,Joseph Norris,Heritage Bakes
2023-06-29,Afternoon,Google Ads,48.29,20.34,4,Returning,William Todd,Heritage Bakes
2023-12-29,Morning,Email,496.08,351.71,9,Returning,Gerald Price,Heritage Bakes
2023-08-19,Morning,Google Ads,332.98,101.15,7,New,Ashley Hunt,Heritage Bakes
2023-09-19,Morning,Instagram,445.92,109.34,10,Returning,Christy Lee,Heritage Bakes
2023-07-24,Morning,Email,154.72,41.78,1,Returning,Patricia Adkins,Heritage Bakes
2023-05-14,Evening,Facebook,85.75,55.3,1,Returning,Willie Perez,Heritage Bakes
2023-09-27,Night,Google Ads,90.2,20.13,1,Returning,Susan Snyder,Heritage Bakes
2023-09-06,Evening,Walk-in,212.39,44.58,2,New,Jasmine Day,Heritage Bakes
2023-05-18,Evening,Referral,296.27,75.51,10,New,Andrew Chavez,Heritage Bakes
2023-12-09,Night,Email,134.17,27.78,4,Returning,Henry Huerta,Heritage Bakes
2023-06-03,Evening,Google Ads,300.41,162.16,3,New,Mariah Perry,Heritage Bakes
2023-12-31,Evening,Google Ads,355.97,79.85,12,New,Tracy Atkins,Heritage Bakes
2023-09-03,Morning,Referral,249.16,119.21,3,New,Ryan Wheeler,Heritage Bakes
2023-05-11,Night,Instagram,16.17,6.07,0,Returning,Audrey Taylor,Heritage Bakes
2023-11-10,Afternoon,Google Ads,165.19,48.01,4,Returning,Zachary Swanson MD,Heritage Bakes
2023-03-27,Evening,Referral,441.45,240.69,7,New,Amanda Conley,Heritage Bakes
2023-09-16,Morning,Facebook,218.2,62.54,2,New,Eric Short,Heritage Bakes
2023-04-20,Morning,Walk-in,347.27,220.67,5,New,Scott Brown,Heritage Bakes
2023-08-12,Night,Referral,478.28,179.78,10,Returning,Victor Taylor,Heritage Bakes
2023-01-23,Evening,Walk-in,461.49,98.26,27,Returning,James Hernandez,Heritage Bakes
2023-05-18,Morning,Facebook,340.79,282.4,8,Returning,Jason Jones,Heritage Bakes
2023-10-02,Morning,Instagram,427.74,208,7,New,Angela Parker,Heritage Bakes
2023-05-14,Evening,Instagram,232.27,145.93,11,New,Alexander Zavala,Heritage Bakes
2023-10-10,Night,Instagram,286.07,249.37,4,Returning,Michael Kane,Heritage Bakes
2023-10-09,Night,Instagram,337.38,74.45,31,New,Lindsey York,Heritage Bakes
2023-03-13,Evening,Google Ads,135.59,32.37,10,Returning,Brandon Baker,Heritage Bakes
2023-02-10,Evening,Referral,215.83,186.41,3,New,Stephen White,Heritage Bakes
2023-10-25,Evening,Facebook,324.34,137.06,4,Returning,Robert Hall,Heritage Bakes
2023-12-17,Evening,Google Ads,274.04,68,3,New,Ryan Pierce,Heritage Bakes
2023-01-31,Evening,Instagram,188.54,79.78,7,Returning,Shannon Cain,Heritage Bakes
2023-08-16,Evening,Referral,94.93,36.22,2,New,Laura Vaughn,Heritage Bakes
2023-04-02,Night,Instagram,463.89,137.08,6,Returning,Juan Evans,Heritage Bakes
2023-08-30,Morning,Email,366.79,125.24,4,New,Nicole Williams,Heritage Bakes
2023-06-03,Afternoon,Instagram,375.88,142.48,9,New,Jennifer Barrett,Heritage Bakes
2023-11-02,Night,Referral,338.71,71.69,12,New,Anthony Jones,Heritage Bakes
2023-04-04,Morning,Facebook,115.57,24.3,5,New,Leah Rodriguez,Heritage Bakes
2023-08-20,Night,Referral,303.94,69.29,3,New,John Ward,Heritage Bakes
2023-12-28,Evening,Email,161.25,61.4,9,New,Deborah Garza,Heritage Bakes
2023-11-29,Evening,Facebook,460.91,96.08,15,New,Rebecca Miller,Heritage Bakes
2023-01-11,Morning,Walk-in,88.71,30.07,1,Returning,Matthew Carroll,Heritage Bakes
2023-10-15,Morning,Email,392.24,140.81,23,New,Lynn Smith,Heritage Bakes
2023-10-13,Afternoon,Instagram,77.11,52.64,4,Returning,Michael Jackson,Heritage Bakes
2023-10-03,Afternoon,Referral,484.15,108.86,8,New,Sharon Hicks,Heritage Bakes
2023-03-02,Afternoon,Walk-in,41.81,15.46,0,Returning,Abigail Mills MD,Heritage Bakes
2023-08-30,Night,Facebook,319.74,107.25,3,New,Paula Lopez,Heritage Bakes
2023-02-15,Afternoon,Referral,429.65,244.26,12,Returning,Amy Clark,Heritage Bakes
2023-11-26,Morning,Google Ads,226.5,170.25,2,Returning,Cheryl Rose,Heritage Bakes
2023-03-08,Afternoon,Instagram,86.72,19.27,5,Returning,Jared Garza,Heritage Bakes
2023-02-01,Night,Walk-in,342.96,153.61,9,New,Donna Wright,Heritage Bakes
2023-01-09,Afternoon,Email,490.7,139,33,New,Belinda Fisher,Heritage Bakes
2023-06-25,Night,Google Ads,36.34,14.75,0,New,Kathleen Levine,Heritage Bakes
2023-05-02,Evening,Referral,395.64,251.67,7,New,Corey King,Heritage Bakes
2023-06-23,Morning,Instagram,140.16,77.49,2,New,Cody Davidson,Heritage Bakes
2023-07-11,Night,Email,264.25,180.99,3,New,Michael Anderson,Heritage Bakes
2023-11-15,Night,Walk-in,461.03,102.44,5,Returning,Zachary Mcgee,Heritage Bakes
2023-08-09,Morning,Referral,257.53,115.89,16,New,Melinda Anderson,Heritage Bakes
2023-01-24,Morning,Referral,195.74,148.53,5,Returning,Tyler Andrews,Heritage Bakes
2023-11-04,Evening,Email,437.72,130.71,6,Returning,Michelle Greer,Heritage Bakes
2023-11-21,Morning,Instagram,191.88,44.48,7,New,Brian Clark,Heritage Bakes
2023-07-23,Afternoon,Walk-in,72.24,15.95,1,New,Nathaniel Floyd,Heritage Bakes
2023-03-10,Morning,Email,419.05,124.06,6,Returning,Erika Jenkins,Heritage Bakes
2023-07-31,Morning,Walk-in,356.62,94.85,13,New,Melanie Ramos,Heritage Bakes
2023-05-24,Afternoon,Walk-in,183.56,180.32,2,New,Mark Clark,Heritage Bakes
2023-09-02,Evening,Walk-in,246.12,126.56,4,New,Sergio Hodge,Heritage Bakes
2023-09-13,Night,Instagram,77.55,37.05,6,Returning,Katherine Avery,Heritage Bakes
2023-04-24,Evening,Google Ads,48.75,40.19,1,New,David Hamilton,Heritage Bakes
2023-09-28,Morning,Referral,133.76,40.62,2,Returning,Richard Bass,Heritage Bakes
2023-04-19,Night,Facebook,453.9,105.05,9,New,Kelly Harris,Heritage Bakes
2023-05-29,Afternoon,Instagram,154.48,84.21,4,Returning,Dustin Campbell,Heritage Bakes
2023-03-13,Afternoon,Referral,335.43,100.4,21,Returning,Randy Kennedy,Heritage Bakes
2023-08-12,Afternoon,Referral,424.31,229.29,8,Returning,Ana Gibson,Heritage Bakes
2023-11-04,Afternoon,Instagram,93.23,22.03,2,New,Danny Harris,Heritage Bakes
2023-02-06,Morning,Facebook,484.22,143.72,8,Returning,Sara Stuart,Heritage Bakes
2023-07-13,Night,Referral,81.54,69.09,1,Returning,John Kim,Heritage Bakes
2023-05-13,Night,Google Ads,465.42,204.64,46,New,Richard Brewer,Heritage Bakes
2023-03-15,Afternoon,Referral,44.12,9.5,1,Returning,William Arnold,Heritage Bakes
2023-03-03,Night,Walk-in,48.67,30.24,0,New,Brianna Adams,Heritage Bakes
2023-04-22,Afternoon,Facebook,66.86,13.9,1,Returning,David Garcia,Heritage Bakes
2023-10-28,Morning,Instagram,329.58,267.35,3,New,Kelli Collins,Heritage Bakes
2023-01-22,Morning,Walk-in,392.56,83.26,4,Returning,Arthur Krueger,Heritage Bakes
2023-07-05,Night,Google Ads,111.53,27.75,2,Returning,Steven King,Heritage Bakes
2023-10-08,Evening,Google Ads,476.67,157.62,5,New,Tyler Velazquez,Heritage Bakes
2023-07-17,Afternoon,Walk-in,258.7,148.06,2,Returning,Laura Middleton,Heritage Bakes
2023-04-03,Night,Email,323.13,84.97,6,Returning,Lori Madden,Heritage Bakes
2023-10-10,Morning,Email,337.3,71.69,10,New,Tyler Murphy,Heritage Bakes
2023-05-14,Afternoon,Referral,116.62,26.4,8,Returning,Kristen Bradley,Heritage Bakes
2023-08-20,Morning,Instagram,493.43,312.58,39,New,Corey Rodriguez,Heritage Bakes
2023-03-26,Night,Instagram,292.85,89.17,3,New,Phillip King,Heritage Bakes
2023-06-13,Night,Google Ads,313.66,181.52,3,Returning,Laurie Fuller,Heritage Bakes
2023-12-13,Evening,Referral,365.36,264.27,8,New,Toni Cunningham,Heritage Bakes
2023-01-28,Night,Walk-in,78.98,20.24,1,New,James Weber,Heritage Bakes
2023-06-23,Evening,Google Ads,158.19,44.09,2,Returning,Erika Hodge,Heritage Bakes
2023-02-12,Afternoon,Google Ads,178.9,68.25,2,Returning,Peter Patel,Heritage Bakes
2023-08-03,Evening,Google Ads,306.24,78.89,10,New,Jeffrey Hart DDS,Heritage Bakes
2023-02-27,Night,Facebook,452.37,180.73,29,Returning,Steven Hall,Heritage Bakes
2023-02-19,Night,Facebook,461.34,108.55,7,New,Christine Gutierrez,Heritage Bakes
2023-11-10,Morning,Google Ads,323.03,134.14,5,New,Angel Becker DVM,Heritage Bakes
2023-10-01,Night,Referral,210.08,68.91,4,Returning,Chad Rojas,Heritage Bakes
2023-06-26,Afternoon,Email,32.64,16.73,0,New,Brent Scott,Heritage Bakes
2023-10-05,Evening,Referral,77.13,21.76,1,Returning,Jennifer Esparza,Heritage Bakes
2023-03-13,Morning,Instagram,153.94,142.67,2,Returning,Stacy Orozco,Heritage Bakes
2023-02-03,Evening,Email,366.42,118.23,5,Returning,Thomas Carr,Heritage Bakes
2023-07-18,Afternoon,Instagram,456.58,159.78,5,New,David George,Heritage Bakes
2023-05-15,Morning,Referral,321.16,125.23,6,New,Teresa Allen,Heritage Bakes
2023-09-11,Evening,Email,154.44,132.12,2,New,Donald Jackson,Heritage Bakes
2023-08-21,Night,Walk-in,420.83,284.97,5,New,Monica Howe,Heritage Bakes
2023-01-03,Afternoon,Instagram,423.03,142.18,6,New,Willie Flynn PhD,Heritage Bakes
2023-08-30,Afternoon,Email,81.48,64.81,1,New,Jonathan Perez,Heritage Bakes
2023-12-23,Afternoon,Google Ads,163.61,36.73,2,New,April Horton,Heritage Bakes
2023-01-18,Morning,Email,94.56,21.06,1,New,Nicole Hawkins,Heritage Bakes
2023-07-24,Afternoon,Referral,351.69,204.81,4,New,Patrick Hooper,Heritage Bakes
2023-08-21,Evening,Facebook,402.96,141.51,4,Returning,Mary Lee,Heritage Bakes
2023-02-28,Evening,Walk-in,316.89,146.26,5,Returning,Cynthia Williams,Heritage Bakes
2023-12-29,Evening,Referral,143.81,33.14,1,Returning,Ronald Gonzalez,Heritage Bakes
2023-02-05,Afternoon,Walk-in,81.69,23.97,1,New,Antonio Cole,Heritage Bakes
2023-01-14,Night,Google Ads,400.47,175.58,35,New,Amanda Swanson,Heritage Bakes
2023-03-27,Afternoon,Google Ads,399.5,87.72,4,New,Holly Sherman,Heritage Bakes
2023-10-01,Morning,Email,235.63,162.6,5,Returning,Sandy Reynolds,Heritage Bakes
2023-10-25,Morning,Google Ads,151.88,34.77,3,Returning,Sandra Moore,Heritage Bakes
2023-06-16,Evening,Referral,460.65,100.02,13,Returning,Christopher Johnson,Heritage Bakes
2023-07-27,Morning,Instagram,495.86,129.94,8,Returning,Ryan Fisher,Heritage Bakes
2023-02-02,Morning,Instagram,448.05,124.71,6,New,Christopher Jones,Heritage Bakes
2023-12-11,Afternoon,Email,289.54,85.22,5,Returning,Jeffrey Lyons,Heritage Bakes
2023-03-27,Morning,Walk-in,39.23,10.17,0,New,Miguel Reeves,Heritage Bakes
2023-10-21,Morning,Google Ads,128.04,50.45,2,Returning,Kiara Santana,Heritage Bakes
2023-12-20,Evening,Referral,200.98,128.68,3,Returning,Tonya Richards,Heritage Bakes
2023-12-18,Morning,Email,342.71,76.17,8,New,Jesse Poole,Heritage Bakes
2023-06-11,Morning,Google Ads,64.63,13.46,1,New,Mary Lewis,Heritage Bakes
2023-05-15,Night,Facebook,141.02,29.58,2,New,Christopher Copeland,Heritage Bakes
2023-10-06,Afternoon,Email,232.2,105.58,9,New,Ethan Obrien,Heritage Bakes
2023-12-02,Morning,Facebook,386.22,220.16,4,New,Rebecca Houston,Heritage Bakes
2023-08-02,Evening,Instagram,402,145.65,9,Returning,Edward Barton,Heritage Bakes
2023-09-04,Evening,Facebook,140.29,57.8,6,Returning,Brandon Perkins,Heritage Bakes
2023-04-30,Evening,Facebook,495.73,121.96,10,New,Beth Brown,Heritage Bakes
2023-11-03,Night,Email,67.91,24.46,0,Returning,Kim Vincent,Heritage Bakes
2023-11-22,Morning,Facebook,358.94,126.23,5,Returning,Jennifer Banks,Heritage Bakes
2023-09-15,Afternoon,Referral,188.81,40.13,5,Returning,Ruth Brown,Heritage Bakes
2023-11-12,Morning,Walk-in,165.94,43.22,2,New,Shawn Lindsey,Heritage Bakes
2023-06-28,Night,Walk-in,284.98,75.11,3,New,Anthony Garrison,Heritage Bakes
2023-02-16,Evening,Email,248.71,72.7,4,Returning,Angela Ryan,Heritage Bakes
2023-11-27,Night,Facebook,26.69,12.2,1,New,Joseph Davis,Heritage Bakes
2023-02-10,Morning,Instagram,349.39,88.22,6,Returning,Joshua Clayton,Heritage Bakes
2023-10-13,Afternoon,Facebook,197.54,56.6,15,Returning,John Massey,Heritage Bakes
2023-07-09,Afternoon,Walk-in,396.67,79.35,26,Returning,Richard Hale,Heritage Bakes
2023-05-23,Evening,Google Ads,241.93,51,11,Returning,Charles Ramos,Heritage Bakes
2023-06-30,Night,Facebook,456.84,217,7,New,Mark Miller,Heritage Bakes
2023-10-16,Morning,Email,420.47,90.17,16,Returning,Julia Maldonado,Heritage Bakes
2023-06-08,Afternoon,Facebook,11.61,3.21,0,Returning,Gail Johnson MD,Heritage Bakes
2023-05-08,Morning,Email,31.63,16.05,0,Returning,Maurice Johnson,Heritage Bakes
2023-09-17,Morning,Walk-in,354.71,281.84,15,Returning,Amanda Morris,Heritage Bakes
2023-04-09,Night,Walk-in,339.9,76.36,4,New,Rhonda Willis,Heritage Bakes
2023-05-05,Afternoon,Email,21.39,6.75,0,Returning,Connor Benton,Heritage Bakes
2023-05-19,Evening,Walk-in,145.58,93.05,2,New,Richard Ryan,Heritage Bakes
2023-04-15,Afternoon,Google Ads,374.02,358.68,4,New,Richard Goodman,Heritage Bakes
2023-11-29,Afternoon,Facebook,390.49,310.78,5,New,Michelle Mcneil,Heritage Bakes
2023-08-25,Morning,Google Ads,74.58,16.9,1,Returning,Michael Norton,Heritage Bakes
2023-11-18,Morning,Instagram,238.04,84.59,7,Returning,Donna Carter,Heritage Bakes
2023-11-10,Evening,Facebook,49.17,31.32,1,Returning,Joshua Hernandez,Heritage Bakes
2023-08-29,Evening,Google Ads,140.42,54.3,8,New,Kimberly Mitchell,Heritage Bakes
2023-06-04,Night,Facebook,160.03,86.33,2,New,Patricia Hernandez,Heritage Bakes
2023-03-16,Evening,Email,79.75,17.79,1,Returning,Donna Howell,Heritage Bakes
2023-03-26,Evening,Walk-in,172.4,121.79,2,New,James Williams,Heritage Bakes
2023-07-02,Evening,Email,358.19,79.07,5,Returning,Alexander Greene,Heritage Bakes
2023-09-20,Night,Instagram,177.34,45.95,3,Returning,Dean Sanchez,Heritage Bakes
2023-01-11,Evening,Google Ads,443.3,143.53,10,New,Glenn Ward,Heritage Bakes
2023-02-10,Afternoon,Walk-in,44.56,17.62,0,Returning,Kendra Sullivan,Heritage Bakes
2023-08-27,Morning,Walk-in,54.07,33.78,0,Returning,Cynthia Hernandez,Heritage Bakes
2023-09-18,Afternoon,Google Ads,143.73,41.96,2,Returning,Darren Morris,Heritage Bakes
2023-10-08,Evening,Google Ads,223.88,168.49,7,New,Holly Underwood,Heritage Bakes
2023-06-29,Night,Facebook,247.13,69.52,4,Returning,Jaime Williams,Heritage Bakes
2023-10-07,Afternoon,Google Ads,191.76,68.7,2,Returning,Lori Brown,Heritage Bakes
2023-11-22,Morning,Walk-in,488.37,177.68,19,New,Jason Chase,Heritage Bakes
2023-10-07,Night,Google Ads,474.45,230.5,15,New,Lisa Buchanan,Heritage Bakes
2023-02-15,Morning,Walk-in,204.09,44.27,2,New,Marcus Fields,Heritage Bakes
2023-03-27,Evening,Facebook,93.33,40.77,2,New,Tammy Lopez,Heritage Bakes
2023-08-05,Afternoon,Instagram,303.46,102.66,18,Returning,Derek Williams,Heritage Bakes
2023-12-17,Night,Instagram,421.59,126.31,4,New,James Davenport,Heritage Bakes
2023-02-13,Afternoon,Email,78.42,26.34,1,New,Justin Moreno,Heritage Bakes
2023-12-15,Night,Email,325.31,117.73,7,Returning,Mario Green,Heritage Bakes
2023-09-28,Morning,Email,305.01,84.14,17,New,Cassandra Fry,Heritage Bakes
2023-06-16,Night,Google Ads,182.71,131.53,3,New,Dr. Jose Gray DDS,Heritage Bakes
2023-05-29,Night,Walk-in,161.76,115.56,1,New,Amy Adams,Heritage Bakes
2023-06-04,Afternoon,Google Ads,241.49,101.41,4,Returning,Austin Horton,Heritage Bakes
2023-04-17,Morning,Instagram,154.61,50.68,6,New,Elizabeth Jackson,Heritage Bakes
2023-09-03,Morning,Google Ads,193.77,46.28,2,Returning,Maureen Cross,Heritage Bakes
2023-08-04,Night,Email,341.31,79.63,3,New,Christopher Sanchez,Heritage Bakes
2023-03-14,Afternoon,Instagram,266.31,199.87,6,Returning,Mitchell Richardson,Heritage Bakes
2023-06-19,Evening,Facebook,96.02,20.55,2,New,Kelsey Lewis,Heritage Bakes
2023-04-26,Morning,Email,416.15,221.46,27,New,Richard Miller,Heritage Bakes
2023-04-11,Afternoon,Referral,306.04,169.68,4,New,Samantha Carter,Heritage Bakes
2023-08-07,Afternoon,Instagram,482.76,179.25,15,New,Mrs. Heather Christensen,Heritage Bakes
2023-04-01,Evening,Instagram,270.28,87.54,4,Returning,Sharon Williams,Heritage Bakes
2023-07-03,Morning,Instagram,315.53,100.06,17,New,Daryl Lowe,Heritage Bakes
2023-03-19,Morning,Google Ads,102.82,22.35,3,New,Michael Carter,Heritage Bakes
2023-09-30,Evening,Facebook,83.64,16.76,2,New,Susan Johnson,Heritage Bakes
2023-06-04,Evening,Facebook,81.99,16.95,1,Returning,James Jenkins,Heritage Bakes
2023-07-28,Morning,Google Ads,339.24,73.97,5,Returning,Dylan Johnston,Heritage Bakes
2023-02-17,Evening,Google Ads,84.77,17.25,6,New,Kathy Hull,Heritage Bakes
2023-12-31,Afternoon,Instagram,317.03,145.69,3,Returning,Monica Richardson,Heritage Bakes
2023-04-05,Morning,Referral,484.18,114.02,8,Returning,Kathryn White,Heritage Bakes
2023-01-02,Morning,Walk-in,206.79,89.77,5,Returning,Mrs. Valerie Owens,Heritage Bakes
2023-12-30,Night,Instagram,141.88,30.36,1,New,Amy Watts,Heritage Bakes
2023-07-21,Morning,Walk-in,402.12,155.97,7,Returning,Michael Brown,Heritage Bakes
2023-01-17,Morning,Email,113.93,71.57,1,New,Cynthia Hendricks,Heritage Bakes
2023-10-19,Afternoon,Google Ads,381.59,84.89,19,New,Phillip Kelly,Heritage Bakes
2023-02-15,Afternoon,Google Ads,220.72,107.7,2,New,Deanna Edwards,Heritage Bakes
2023-10-10,Morning,Facebook,201.52,56.55,14,Returning,Jennifer Walker,Heritage Bakes
2023-09-15,Evening,Referral,393.71,95.5,5,New,Brian Davis,Heritage Bakes
2023-09-25,Night,Referral,149.48,43.95,2,Returning,Kelsey Griffith,Heritage Bakes
2023-07-26,Night,Referral,92.63,68.25,1,Returning,Kimberly Obrien,Heritage Bakes
2023-12-02,Evening,Google Ads,210.44,108.36,2,Returning,Kevin Mccoy,Heritage Bakes
2023-07-10,Afternoon,Email,478.31,133.71,4,New,Daniel Sullivan,Heritage Bakes
2023-09-02,Evening,Referral,229.68,189.99,4,New,Darius Khan,Heritage Bakes
2023-06-02,Night,Referral,280.07,258.37,3,Returning,Miranda Huber,Heritage Bakes
2023-03-09,Afternoon,Facebook,271.64,74.76,6,Returning,Lisa Wagner,Heritage Bakes
2023-09-26,Evening,Email,223.51,60.15,4,Returning,Erin Price,Heritage Bakes
2023-11-08,Evening,Facebook,403.99,273.19,9,New,Jonathan Russell,Heritage Bakes
2023-10-16,Morning,Walk-in,489.61,229.28,13,Returning,Sharon Snow,Heritage Bakes
2023-08-18,Morning,Walk-in,409.98,167.68,6,Returning,Cody Hoover,Heritage Bakes
2023-06-03,Morning,Referral,70.07,41.83,3,New,Alyssa Rodriguez PhD,Heritage Bakes
2023-09-30,Morning,Walk-in,272.69,71.24,5,New,Carl Harper,Heritage Bakes
2023-05-08,Morning,Referral,229.81,70.37,18,New,Dana Bennett,Heritage Bakes
2023-04-23,Night,Referral,309.53,78.68,5,Returning,Michael Baker,Heritage Bakes
2023-11-16,Night,Referral,476.63,162.75,6,Returning,William Wilson,Heritage Bakes
2023-02-22,Evening,Referral,130.92,81.84,2,New,Jennifer Smith,Heritage Bakes
2023-05-03,Morning,Email,340.09,192.24,13,New,Cindy Richardson,Heritage Bakes
2023-06-10,Evening,Facebook,138.89,31.05,6,New,Brandi Brown,Heritage Bakes
2023-10-19,Morning,Facebook,329.31,129.55,5,New,Benjamin Martinez,Heritage Bakes
2023-02-21,Morning,Email,118.33,35.22,1,New,Patricia Mitchell,Heritage Bakes
2023-02-28,Evening,Facebook,177.71,40.67,3,Returning,Courtney Sanders,Heritage Bakes
2023-06-01,Morning,Google Ads,176.21,46.9,5,Returning,Ryan Willis,Heritage Bakes
2023-12-15,Morning,Instagram,75.88,18.15,6,Returning,Jennifer Jackson,Heritage Bakes
2023-01-22,Evening,Email,60.04,50.64,1,Returning,Teresa Obrien,Heritage Bakes
2023-04-28,Evening,Walk-in,241.77,86.8,2,Returning,Angel Hayes,Heritage Bakes
2023-11-18,Morning,Google Ads,382.72,99.27,21,New,Jason Davis,Heritage Bakes
2023-01-05,Night,Google Ads,456.66,401.38,6,Returning,Melissa Mathews,Heritage Bakes
2023-06-05,Evening,Email,492.73,256.48,41,Returning,Joseph Russell,Heritage Bakes
2023-08-28,Morning,Referral,310.12,70.44,28,New,Sandra Mccoy,Heritage Bakes
2023-02-16,Evening,Email,298.96,160.07,4,New,Gail Vasquez,Heritage Bakes
2023-07-30,Night,Facebook,337.83,81.05,5,New,Jeffrey Gibbs,Heritage Bakes
2023-02-10,Evening,Google Ads,335.72,84.21,8,Returning,Michael Wilson,Heritage Bakes
2023-02-06,Afternoon,Facebook,418.16,195.09,33,Returning,Richard Smith,Heritage Bakes
2023-04-06,Morning,Instagram,243.12,135.61,2,Returning,Corey Mooney,Heritage Bakes
2023-10-27,Evening,Walk-in,219.02,86.18,2,Returning,Christina Myers,Heritage Bakes
2023-07-28,Afternoon,Walk-in,100.35,20.97,4,Returning,Anita Pitts,Heritage Bakes
2023-11-18,Night,Google Ads,240.5,62.43,2,New,Christian Bryant,Heritage Bakes
2023-12-27,Evening,Google Ads,389.18,134.71,6,New,Patrick Garcia,Heritage Bakes
2023-08-04,Morning,Walk-in,99.74,26.88,1,New,Daniel Merritt,Heritage Bakes
2023-10-24,Night,Instagram,458.87,125,6,New,Robert Hicks,Heritage Bakes
2023-06-13,Morning,Facebook,316.82,87.5,3,Returning,Kenneth Washington,Heritage Bakes
2023-03-23,Evening,Referral,182.88,63.62,1,New,Jessica Hoffman,Heritage Bakes
2023-10-21,Evening,Facebook,37.96,37.62,0,Returning,Lisa Riggs,Heritage Bakes
2023-08-16,Night,Facebook,273.26,63.39,3,New,Donna Mccarty,Heritage Bakes
2023-06-19,Morning,Instagram,32.91,8.03,0,New,Eric Spencer,Heritage Bakes
2023-07-01,Afternoon,Facebook,174.87,36.03,2,New,Victoria Deleon,Heritage Bakes
2023-04-19,Morning,Instagram,431.49,129.1,5,Returning,David Roy,Heritage Bakes
2023-11-12,Morning,Walk-in,36.64,14.98,1,New,Nancy Rice,Heritage Bakes
